chitchat	唱 首 歌 吧	听 首歌	唱 首 歌 吧	听 首 歌
chitchat	唱 首 歌 吧	帮 我 推荐 一 首 歌	唱 首 歌 吧	帮 我 推荐 荐 一 首 歌
chitchat	唱 首 歌 吧	啊 我 想 听 什么 歌 呢 00 年 吧	唱 首 歌 吧	啊 我 想 听 什么 歌 呢 00 年 吧
chitchat	唱 首 歌 吧	你 会 唱歌 不	唱 首 歌 吧	你 会 唱歌 唱 歌 不
chitchat	唱 首 歌 吧	你 还 会 唱 什么 歌	唱 首 歌 吧	你 还 会 唱 什么 歌
chitchat	唱 首 歌 吧	那 你 随便 过唱 首歌	唱 首 歌 吧	那 你 随便 过 唱 首 歌
chitchat	什么 星座	你 是 什么 星座 呀	什么 星座	你 是 什么 星座 呀
chitchat	什么 星座	你 什么 星座	什么 星座	你 什么 星座
chitchat	什么 星座	你 是 什么 星座 ， 天蝎座	什么 星座	你 是 什么 星座 ， 天蝎 座
chitchat	为 我 作画	我们 来 玩 现场 作画 吧	为 我 作画	我们 来 玩 现场 作画 吧
chitchat	为 我 作画	现场 作画	为 我 作画	现场 作画
chitchat	为 我 作画	作画	为 我 作画	作画
chitchat	为 我 作画	为 你 作画	为 我 作画	为 你 作画
chitchat	为 我 作画	画画	为 我 作画	画画 画
chitchat	为 我 作画	呃为 我 作画	为 我 作画	呃 为 我 作画
chitchat	今天 下午 0 点 半 ， 提醒 我 出发	今天 下午 0 点 半 ， 提醒 我 出发	今天 下午 0 点 半 ， 提醒 我 出发	今天 下午 0 点 半 ， 提醒 我 出发
chitchat	你 喜欢 什么	你 喜欢 Music   吗	你 喜欢 什么	你 喜欢 Music   吗
chitchat	你 吃饭 了 吗	吃饭 了 吗	你 吃饭 吃 饭 了 吗	吃饭 吃 饭 了 吗
chitchat	明天 星期几	今天 星期几	明天 星 期 几	今天 星 期 几
chitchat	今天 人 多 吗	今天 人 多 吗	今天 人 多 吗	今天 人 多 吗
chitchat	你 在 干嘛 呀	你 在 干嘛 呀	你 在 干 嘛 呀	你 在 干 嘛 呀
chitchat	你好 自恋 啊	你好 自恋 啊	你好 自恋 啊	你好 自恋 啊
chitchat	你 老板 是 谁	你 老板 是 谁	你 老板 是 谁	你 老板 是 谁
chitchat	你 有 蛀牙 吗	你 有 蛀牙 吗	你 有 蛀牙 吗	你 有 蛀牙 吗
chitchat	你 有 情绪 吗	你 有 情绪 吗	你 有 情绪 吗	你 有 情绪 吗
chitchat	你 有 牙齿 吗	你 有 牙齿 吗	你 有 牙齿 牙 齿 吗	你 有 牙齿 牙 齿 吗
chitchat	你 赚 多少 钱	你 赚 多少 钱	你 赚 多少 钱	你 赚 多少 钱
chitchat	宇宙 有 多 大	宇宙 有 多 大	宇宙 有 多 大	宇宙 有 多 大
chitchat	我 是 你 主人	我 是 你 主人	我 是 你 主人	我 是 你 主人
chitchat	你 爱 吃 什么	你 爱 吃 什么	你 爱 吃 什么	你 爱 吃 什么
chitchat	现在 的 位置	现在 的 位置	现在 的 位置	现在 的 位置
chitchat	你 能 聊天 吗	你 能 聊天 吗	你 能 聊天 吗	你 能 聊天 吗
chitchat	你 是 大笨蛋	你 智商 捉急 啊	你 是 大 笨 蛋	你 智商 捉 急 啊
chitchat	你 是 大笨蛋	你 好 笨 哦	你 是 大 笨 蛋	你 好 笨 哦
chitchat	你 是 大笨蛋	你 好蠢	你 是 大 笨 蛋	你 好 蠢
chitchat	你 主人 是 谁	你 主人 对 你 好 吗	你 主人 是 谁	你 主人 对 你 好 吗
chitchat	明天 堵 不 堵车	聪明 的 ET 一 小时 后 车况 如何	明天 堵 不 堵车	聪明 的 ET 一 小时 后 车况 车 如何
chitchat	明天 堵 不 堵车	现在 杭州 哪里 交通 比较 拥挤	明天 堵 不 堵车	现在 杭州 杭 哪里 交通 比较 拥挤
chitchat	明天 堵 不 堵车	明天 赌 不 赌车	明天 堵 不 堵车	明天 赌 不 赌 车
chitchat	明天 堵 不 堵车	莫干 山路 堵 不 堵	明天 堵 不 堵车	莫 干 山路 堵 不 堵
chitchat	明天 堵 不 堵车	现在 哪儿 最 堵 啊	明天 堵 不 堵车	现在 哪儿 最 堵 啊
chitchat	明天 堵 不 堵车	呃之江路 的 现在 堵 堵车 吗	明天 堵 不 堵车	呃 之 江 路 的 现在 堵 堵车 吗
chitchat	明天 堵 不 堵车	今天 北京 的 路况 怎么样	明天 堵 不 堵车	今天 北京 京 的 路况 怎么 样
chitchat	明天 堵 不 堵车	嗯 杭州 的 交通 怎么样	明天 堵 不 堵车	嗯 杭州 杭 的 交通 怎么 样
chitchat	明天 堵 不 堵车	今天 城市 交通 将 交通 情况 怎么样	明天 堵 不 堵车	今天 城市 交通 将 交通 情况 怎么 样
chitchat	今天 是 几 号 啊	今天 几 号	今天 是 几 号 啊	今天 几 号
chitchat	今天 是 几 号 啊	今天 是 几号	今天 是 几 号 啊	今天 是 几 号
chitchat	今天 是 几 号 啊	今天 是 几月 几号	今天 是 几 号 啊	今天 是 几 月 几 号
chitchat	你 可以 做 什么	你 是 什么	你 可以 做 什么	你 是 什么
chitchat	你 可以 做 什么	你 能 介绍 一下	你 可以 做 什么	你 能 介绍 一下
chitchat	你 可以 做 什么	你 能 做 什么	你 可以 做 什么	你 能 做 什么
chitchat	你 可以 做 什么	你 能 做 些 什么	你 可以 做 什么	你 能 做 些 什么
chitchat	你 可以 做 什么	你 还 可以 做 什么	你 可以 做 什么	你 还 可以 做 什么
chitchat	你 可以 做 什么	你 能 干 什么	你 可以 做 什么	你 能 干 什么
chitchat	你 可以 做 什么	你 还 可以 做 什么	你 可以 做 什么	你 还 可以 做 什么
chitchat	你 可以 做 什么	你 还 能 做 什么	你 可以 做 什么	你 还 能 做 什么
chitchat	你 可以 做 什么	你 还 会 做 什么	你 可以 做 什么	你 还 会 做 什么
chitchat	你 可以 做 什么	这个 怎么 玩 这个 怎么 玩	你 可以 做 什么	这 个 怎么 玩 这 个 怎么 玩
chitchat	你 可以 做 什么	你 会 做 什么	你 可以 做 什么	你 会 做 什么
chitchat	你 可以 做 什么	你 有 什么 功能	你 可以 做 什么	你 有 什么 功能
chitchat	你 可以 做 什么	你 能 为 我 做 什么	你 可以 做 什么	你 能 为 我 做 什么
chitchat	你 可以 做 什么	你 会 干 什么	你 可以 做 什么	你 会 干 什么
chitchat	你 可以 做 什么	你 都 会 做 什么 呀	你 可以 做 什么	你 都 会 做 什么 呀
chitchat	你 可以 做 什么	你 做 什么 工作 的	你 可以 做 什么	你 做 什么 工作 的
chitchat	你 可以 做 什么	你 能 做 些 什么 呢	你 可以 做 什么	你 能 做 些 什么 呢
chitchat	你 可以 做 什么	你 还要 什么 功能 呢	你 可以 做 什么	你 还要 什么 功能 呢
chitchat	你 可以 做 什么	你 能 做 些 什么 呀	你 可以 做 什么	你 能 做 些 什么 呀
chitchat	你 可以 做 什么	你 还 会 说 什么	你 可以 做 什么	你 还 会 说 什么
chitchat	你 可以 做 什么	请 问 你 可以 帮 我 解决 问题 吗	你 可以 做 什么	请 问 你 可以 帮 我 解决 问题 吗
chitchat	你 可以 做 什么	你 可以 做 些 什么	你 可以 做 什么	你 可以 做 些 什么
chitchat	你 可以 做 什么	你 会 做 些 什么	你 可以 做 什么	你 会 做 些 什么
chitchat	你 可以 做 什么	请 问 你 能 干 什么	你 可以 做 什么	请 问 你 能 干 什么
chitchat	你 可以 做 什么	请 问 你 能 干些 什么	你 可以 做 什么	请 问 你 能 干 些 什么
chitchat	你 可以 做 什么	您 可以 做 什么	你 可以 做 什么	您 可以 做 什么
chitchat	你 可以 做 什么	你 会 些 什么	你 可以 做 什么	你 会 些 什么
chitchat	你 可以 做 什么	嗯 你 会 做 什么 话 ， 你 有 什么 本事 啊 ， 你 是 啥 啊 ， 你 会 做 什么 呢	你 可以 做 什么	嗯 你 会 做 什么 话 ， 你 有 什么 本事 啊 ， 你 是 啥 啊 ， 你 会 做 什么 呢
chitchat	你 可以 做 什么	你 能 和 我 说下 你 的 工作 具体 是 什么 吗	你 可以 做 什么	你 能 和 我 说 下 你 的 工作 具体 是 什么 吗
chitchat	你 可以 做 什么	你 可以 帮 我 做 什么	你 可以 做 什么	你 可以 帮 我 做 什么
chitchat	你 可以 做 什么	你 都 有 什么 功能	你 可以 做 什么	你 都 有 什么 功能
chitchat	你 可以 做 什么	原来 你 有 这么 多功能 啊	你 可以 做 什么	原来 你 有 这么 多 功能 啊
chitchat	你 可以 做 什么	你 会 些 什么 技能	你 可以 做 什么	你 会 些 什么 技能
chitchat	你 可以 做 什么	你 还有 什么 功能	你 可以 做 什么	你 还有 什么 功能
chitchat	你 可以 做 什么	一 听 你 有 什么 功能 啊	你 可以 做 什么	一 听 你 有 什么 功能 啊
chitchat	你 可以 做 什么	你 现在 能 做 什么 呢	你 可以 做 什么	你 现在 能 做 什么 呢
chitchat	你 可以 做 什么	可以 做 什么 ， 可以 做 什么	你 可以 做 什么	可以 做 什么 ， 可以 做 什么
chitchat	你 可以 做 什么	你 会 聊 什么	你 可以 做 什么	你 会 聊 什么
chitchat	你 可以 做 什么	那 你 还 知道 什么 事情	你 可以 做 什么	那 你 还 知道 什么 事情
chitchat	你 可以 做 什么	你 可以 做 哪些 事 啊	你 可以 做 什么	你 可以 做 哪些 事 啊
chitchat	你 有 女朋友 吗	你 是 单身 吗	你 有 女 朋友 吗	你 是 单身 吗
chitchat	你 有 女朋友 吗	你 有 男朋友 吗	你 有 女 朋友 吗	你 有 男 朋友 吗
chitchat	你 有 女朋友 吗	你 有 没有 能力 有 没有 男朋友 男朋友	你 有 女 朋友 吗	你 有 没有 能力 有 没有 男 朋友 男 朋友
chitchat	你 有 女朋友 吗	有 男朋友 吗	你 有 女 朋友 吗	有 男 朋友 吗
chitchat	你 有 女朋友 吗	你 结婚 了 吗 有 没有 男朋友	你 有 女 朋友 吗	你 结婚 婚 了 吗 有 没有 男 朋友
chitchat	你 会 说 英语 吗	你 能 讲 英文 吗	你 会 说 英语 英 吗	你 能 讲 英文 吗
chitchat	你 会 说 英语 吗	你 懂 英文 吗	你 会 说 英语 英 吗	你 懂 英文 吗
chitchat	你 会 说 英语 吗	你 会 说 什么 语言 呢	你 会 说 英语 英 吗	你 会 说 什么 语言 呢
chitchat	你 会 说 英语 吗	英语 会 讲 吗	你 会 说 英语 英 吗	英语 英 会 讲 吗
chitchat	你 会 说 英语 吗	你 会 说 啥 语言 啊	你 会 说 英语 英 吗	你 会 说 啥 语言 啊
chitchat	你 会 说 英语 吗	你 能 分清 英文 吗	你 会 说 英语 英 吗	你 能 分清 英文 吗
chitchat	你 长 什么样 呀	你 长 什么样 呀	你 长 什 么 样 呀	你 长 什 么 样 呀
chitchat	明天 的 天气 呢	明天 的 天气 呢	明天 的 天气 呢	明天 的 天气 呢
chitchat	你 可以 骂人 吗	你 可以 骂人 吗	你 可以 骂人 吗	你 可以 骂人 吗
chitchat	很 高兴 认识 你	很 高兴 认识 你	很 高兴 认识 你	很 高兴 认识 你
chitchat	我 有 一 个 难题	我 有 一 个 难题	我 有 一 个 难题	我 有 一 个 难题
chitchat	你 喜欢 帅哥 吗	你 喜欢 帅哥 吗	你 喜欢 帅哥 帅 哥 吗	你 喜欢 帅哥 帅 哥 吗
chitchat	你 是 不 是 天才	你 是 不 是 天才	你 是 不 是 天才	你 是 不 是 天才
chitchat	去 喝 杯 咖啡 吧	去 喝 杯 咖啡 吧	去 喝 杯 咖啡 咖 吧	去 喝 杯 咖啡 咖 吧
chitchat	我 是 我 妈生 的	我 是 我 妈生 的	我 是 我 妈 生 的	我 是 我 妈 生 的
chitchat	机器人 吃饭 吗	机器人 吃饭 吗	机器 人 吃饭 吃 饭 吗	机器 人 吃饭 吃 饭 吗
chitchat	你 成绩 怎么样	你 成绩 怎么样	你 成绩 怎么 样	你 成绩 怎么 样
chitchat	你 是 外星人 吗	你 是 外星人 吗	你 是 外星 人 吗	你 是 外星 人 吗
chitchat	你 会 背 古诗 吗	你 会 背 古诗 吗	你 会 背 古诗 诗 吗	你 会 背 古诗 诗 吗
chitchat	你 确定 不 会 吗	你 确定 不 会 吗	你 确定 不 会 吗	你 确定 不 会 吗
chitchat	怎么 学好 英语	怎么 学好 英语	怎么 学好 英语 英	怎么 学好 英语 英
chitchat	我 想 订张 机票	我 想 订张 机票	我 想 订 张 机票 票	我 想 订 张 机票 票
chitchat	有 合作 伙伴 吗	有 合作 伙伴 吗	有 合作 伙伴 吗	有 合作 伙伴 吗
chitchat	能 查火 车票 吗	能 查火 车票 吗	能 查 火 车票 车 票 吗	能 查 火 车票 车 票 吗
chitchat	说 个 绕口 令 吧	说 个 绕口 令 吧	说 个 绕口 令 吧	说 个 绕口 令 吧
chitchat	国家 主席 是 谁	现在 国家 主席 是 谁	国家 主席 是 谁	现在 国家 主席 是 谁
chitchat	国家 主席 是 谁	中华 人民共和国 国家 主席 是 谁	国家 主席 是 谁	中华 人 民 共 和 国 国家 主席 是 谁
chitchat	你 反应 太 慢 了	这 个 效率 也 很 低 啊	你 反应 太 慢 了	这 个 效率 也 很 低 啊
chitchat	你 你 是 美女 吗	那 你 觉得 自己 漂亮 吗	你 你 是 美女 美 女 吗	那 你 觉得 自己 自 漂亮 漂 吗
chitchat	你 你 是 美女 吗	你 觉得 自己 漂亮 吗	你 你 是 美女 美 女 吗	你 觉得 自己 自 漂亮 漂 吗
chitchat	明天 天气 怎么样	聪明 的 ET 告诉 我 今天 的 天气	明天 天气 怎么 样	聪明 的 ET 告诉 我 今天 的 天气
chitchat	明天 天气 怎么样	今天 的 天气	明天 天气 怎么 样	今天 的 天气
chitchat	明天 天气 怎么样	今天 天气 怎么样 呢	明天 天气 怎么 样	今天 天气 怎么 样 呢
chitchat	明天 天气 怎么样	明天 会 下雨 吗	明天 天气 怎么 样	明天 会 下雨 雨 吗
chitchat	明天 天气 怎么样	那 后天 下雨 吗	明天 天气 怎么 样	那 后天 下雨 雨 吗
chitchat	明天 天气 怎么样	今天 天气	明天 天气 怎么 样	今天 天气
chitchat	明天 天气 怎么样	天气 如何	明天 天气 怎么 样	天气 如何
chitchat	明天 天气 怎么样	天气 怎么样	明天 天气 怎么 样	天气 怎么 样
chitchat	明天 天气 怎么样	今天 的 天气 怎么样	明天 天气 怎么 样	今天 的 天气 怎么 样
chitchat	明天 天气 怎么样	今天 天气 怎么样 啊	明天 天气 怎么 样	今天 天气 怎么 样 啊
chitchat	明天 天气 怎么样	今天 天气 怎么样	明天 天气 怎么 样	今天 天气 怎么 样
chitchat	明天 天气 怎么样	今天 天气 温度	明天 天气 怎么 样	今天 天气 温度 度
chitchat	明天 天气 怎么样	今天 的 天气 怎么样 啊	明天 天气 怎么 样	今天 的 天气 怎么 样 啊
chitchat	明天 天气 怎么样	昨天 的 天气 呢	明天 天气 怎么 样	昨天 的 天气 呢
chitchat	明天 天气 怎么样	今天 杭州 温度 几度	明天 天气 怎么 样	今天 杭州 杭 温度 度 几 度
chitchat	明天 天气 怎么样	明天 下雨 吗	明天 天气 怎么 样	明天 下雨 雨 吗
chitchat	明天 天气 怎么样	明天 的 天气 怎么样 呢	明天 天气 怎么 样	明天 的 天气 怎么 样 呢
chitchat	明天 天气 怎么样	会 下雨 吗	明天 天气 怎么 样	会 下雨 雨 吗
chitchat	明天 天气 怎么样	北京 明天 Pm   0.0 多少	明天 天气 怎么 样	北京 京 明天 Pm   0.0 多少
chitchat	明天 天气 怎么样	呃 ， Pm   0.0 是 多少	明天 天气 怎么 样	呃 ， Pm   0.0 是 多少
chitchat	明天 天气 怎么样	今天 天气 如何	明天 天气 怎么 样	今天 天气 如何
